Image ID,Camera Pose
1194,"[ 3.82503191e-03  8.08987140e-02  2.61267393e-02  1.89780023e-04
 -5.45616774e-02  2.23921604e-02 -6.13469935e-02  2.92798655e-03
 -6.51937969e-02 -1.39938734e-02  5.28751290e-02  3.33850151e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1198,"[ 2.14012903e-03  7.95202670e-02  3.02288872e-02 -2.96544131e-04
 -5.12701431e-02  2.53356768e-02 -6.30183655e-02  3.01028677e-03
 -6.78869017e-02 -1.66273648e-02  4.85462546e-02  3.36804154e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1202,"[ 4.72064367e-05  7.89088627e-02  3.18626482e-02 -8.43926834e-04
 -4.66375853e-02  2.66755870e-02 -6.59938450e-02  3.27587628e-03
 -7.11812612e-02 -1.74253738e-02  4.32599489e-02  3.39988871e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1206,"[ 4.13047754e-04  7.85987172e-02  3.26176340e-02 -1.26845688e-03
 -4.14166767e-02  2.86798792e-02 -6.85854380e-02  3.58614700e-03
 -7.43392723e-02 -1.55417211e-02  3.83922724e-02  3.42805364e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1210,"[ 0.00260312  0.07757304  0.03489249 -0.00172059 -0.03531386  0.03274373
 -0.07016137  0.00378501 -0.07738213 -0.01233328  0.03319239  0.03453787
  0.          0.          0.          1.        ]"
1214,"[ 0.00457392  0.07609014  0.03783132 -0.00224418 -0.03058124  0.03682159
 -0.0703619   0.00373021 -0.07928244 -0.00981326  0.02932291  0.03479967
  0.          0.          0.          1.        ]"
1218,"[ 0.00753541  0.07533944  0.03884618 -0.00262818 -0.0243036   0.03928229
 -0.0714708   0.00368553 -0.08120586 -0.00476551  0.02499474  0.03509028
  0.          0.          0.          1.        ]"
1222,"[ 1.04933561e-02  7.44128054e-02  3.99307250e-02 -2.94181316e-03
 -1.92670482e-02  4.12860956e-02 -7.18754353e-02  3.79011509e-03
 -8.22223143e-02 -1.77824156e-04  2.19385070e-02  3.51657154e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1226,"[ 0.01226494  0.07330379  0.04144833 -0.00306507 -0.01282193  0.04302287
 -0.07229433  0.0039968  -0.08322865  0.0041744   0.01724543  0.03537956
  0.          0.          0.          1.        ]"
1230,"[ 0.0131705   0.0730589   0.04160257 -0.00308699 -0.00683201  0.04290072
 -0.07317575  0.00432521 -0.08379559  0.00798519  0.012505    0.0356068
  0.          0.          0.          1.        ]"
1234,"[ 0.01357654  0.07528244  0.03728365 -0.00275839 -0.00499238  0.03842364
 -0.07576635  0.00471647 -0.08386055  0.00990036  0.01054652  0.03563098
  0.          0.          0.          1.        ]"
