Image ID,Camera Pose
304,"[ 0.08766293 -0.10617642  0.08093124  0.00835191 -0.10541798 -0.11445896
 -0.03597612  0.00792284  0.08191669 -0.03367197 -0.13290575  0.07969231
  0.          0.          0.          1.        ]"
306,"[ 0.08760833 -0.10408593  0.08365994  0.00858184 -0.10479164 -0.1156048
 -0.03409294  0.00825327  0.08277426 -0.03619026 -0.13170715  0.07941318
  0.          0.          0.          1.        ]"
308,"[ 0.08761344 -0.10166343  0.08658243  0.00875139 -0.10415342 -0.11683181
 -0.03178801  0.00860862  0.08357054 -0.03902512 -0.13038822  0.07898409
  0.          0.          0.          1.        ]"
310,"[ 0.08762617 -0.09890697  0.08970591  0.00887205 -0.10355561 -0.11807437
 -0.02903038  0.00892757  0.08429694 -0.0422367  -0.12891148  0.07859198
  0.          0.          0.          1.        ]"
312,"[ 0.0877285  -0.09730473  0.09134322  0.00899648 -0.10317262 -0.11878582
 -0.0274486   0.00914787  0.08465935 -0.04392953 -0.12810572  0.0782687
  0.          0.          0.          1.        ]"
314,"[ 0.08753266 -0.09350223  0.09541201  0.00918796 -0.10224097 -0.12030778
 -0.02410201  0.00948608  0.08598199 -0.04786915 -0.12579239  0.07794798
  0.          0.          0.          1.        ]"
316,"[ 0.08670137 -0.09045979  0.09903525  0.00946097 -0.10198728 -0.12105225
 -0.02128457  0.00975747  0.08711803 -0.05168622 -0.12347903  0.07758067
  0.          0.          0.          1.        ]"
318,"[ 0.08536974 -0.08821452  0.10216796  0.00963044 -0.10242747 -0.12106895
 -0.01894754  0.00999453  0.08791306 -0.05539489 -0.12128802  0.07730438
  0.          0.          0.          1.        ]"
320,"[ 0.08459939 -0.08720375  0.1036655   0.00973124 -0.10275026 -0.12095542
 -0.01789561  0.01015418  0.0882803  -0.05721342 -0.12017195  0.0771307
  0.          0.          0.          1.        ]"
322,"[ 0.08363093 -0.08555866  0.10580013  0.00989818 -0.10258333 -0.12123292
 -0.0169507   0.01026604  0.08939024 -0.05907944 -0.11843601  0.07684205
  0.          0.          0.          1.        ]"
324,"[ 0.08258962 -0.08409856  0.10777045  0.01004307 -0.1027092  -0.12126619
 -0.015919    0.01043997  0.09021008 -0.06107394 -0.11679126  0.07641879
  0.          0.          0.          1.        ]"
326,"[ 0.08139909 -0.08280437  0.10966179  0.0102991  -0.10319977 -0.12099599
 -0.01476019  0.01058488  0.09073081 -0.06333634 -0.11517166  0.07602506
  0.          0.          0.          1.        ]"
328,"[ 0.0807515  -0.0821958   0.11059445  0.01043443 -0.10354239 -0.12077484
 -0.01415968  0.01065044  0.09091895 -0.0645397  -0.11435233  0.0757688
  0.          0.          0.          1.        ]"
330,"[ 0.07983199 -0.08066856  0.11237224  0.01054186 -0.10386041 -0.12065067
 -0.01282642  0.01072895  0.09136714 -0.06666396 -0.11276545  0.07553274
  0.          0.          0.          1.        ]"
332,"[ 0.07884014 -0.07886338  0.11433672  0.01063948 -0.10406678 -0.12061285
 -0.01143375  0.01081176  0.09199143 -0.06885632 -0.11092552  0.07526248
  0.          0.          0.          1.        ]"
334,"[ 0.07774464 -0.07668851  0.11654496  0.01070249 -0.10413351 -0.12068687
 -0.00994873  0.01088328  0.09284432 -0.07114518 -0.10874917  0.07491218
  0.          0.          0.          1.        ]"
336,"[ 0.07714395 -0.07542832  0.1177602   0.01082666 -0.10414515 -0.12074274
 -0.0091139   0.01099513  0.09333105 -0.07238676 -0.10750608  0.07454719
  0.          0.          0.          1.        ]"
338,"[ 0.07649337 -0.07461857  0.11869676  0.01099185 -0.10438296 -0.12057971
 -0.00853335  0.01106677  0.09360047 -0.07348938 -0.10651924  0.0742551
  0.          0.          0.          1.        ]"
340,"[ 0.07586976 -0.07433383  0.11927424  0.01122465 -0.10462851 -0.12037159
 -0.00846404  0.01108642  0.09383358 -0.07411644 -0.10587776  0.07390786
  0.          0.          0.          1.        ]"
342,"[ 0.07529057 -0.07477333  0.11936651  0.01136472 -0.10490291 -0.12008918
 -0.00905838  0.01103671  0.09399358 -0.07413247 -0.10572449  0.07365794
  0.          0.          0.          1.        ]"
344,"[ 0.07500429 -0.0751195   0.11932938  0.0114987  -0.10509817 -0.11989095
 -0.00941373  0.01101385  0.09400434 -0.07410334 -0.10573535  0.07341885
  0.          0.          0.          1.        ]"
346,"[ 0.07464537 -0.07577427  0.11914031  0.01156757 -0.10511868 -0.11979734
 -0.01033179  0.01091725  0.09426673 -0.0735863  -0.10586276  0.07323204
  0.          0.          0.          1.        ]"
348,"[ 0.07425269 -0.07665809  0.11881986  0.01161222 -0.10482338 -0.11991465
 -0.01185836  0.01082249  0.09490353 -0.07247138 -0.10606273  0.07304823
  0.          0.          0.          1.        ]"
350,"[ 0.07378406 -0.07778443  0.11837896  0.01158868 -0.1041514  -0.12025681
 -0.01410213  0.01063401  0.09600252 -0.07068214 -0.10628093  0.07287766
  0.          0.          0.          1.        ]"
352,"[ 0.07349982 -0.078279    0.11822969  0.01157738 -0.10375197 -0.12046096
 -0.01525684  0.01048615  0.09665087 -0.06978281 -0.1062876   0.07269604
  0.          0.          0.          1.        ]"
354,"[ 0.07398825 -0.07872223  0.11762923  0.01159955 -0.10179382 -0.12181916
 -0.01749846  0.01029291  0.09834553 -0.06686544 -0.10660795  0.07255708
  0.          0.          0.          1.        ]"
356,"[ 0.07444707 -0.07998486  0.11648235  0.01161088 -0.09968696 -0.12304054
 -0.0207755   0.01005936  0.10014104 -0.06302009 -0.10727686  0.07239304
  0.          0.          0.          1.        ]"
358,"[ 0.07477535 -0.08223621  0.11469062  0.01157668 -0.09747511 -0.12395623
 -0.02532861  0.00985723  0.10205554 -0.058139   -0.10822481  0.07219646
  0.          0.          0.          1.        ]"
360,"[ 0.07478083 -0.08350662  0.11376535  0.01148727 -0.09646056 -0.12422486
 -0.02777822  0.00959357  0.10301103 -0.05570379 -0.10859972  0.07190057
  0.          0.          0.          1.        ]"
362,"[ 0.07256841 -0.08636041  0.11306542  0.01152661 -0.09498033 -0.12390535
 -0.03367914  0.00934622  0.10592755 -0.05193676 -0.10765691  0.07165536
  0.          0.          0.          1.        ]"
364,"[ 0.07098294 -0.08982718  0.11135792  0.01148065 -0.09258544 -0.12361199
 -0.04069517  0.00904576  0.1090754  -0.04646762 -0.10701123  0.07124775
  0.          0.          0.          1.        ]"
366,"[ 0.07029409 -0.09405492  0.10826125  0.01145462 -0.08892693 -0.12317603
 -0.04927222  0.00873306  0.11251144 -0.03859307 -0.10658253  0.07092991
  0.          0.          0.          1.        ]"
368,"[ 0.07007191 -0.09640983  0.10631631  0.01148396 -0.08691884 -0.12265369
 -0.05393766  0.00822885  0.11420651 -0.03419504 -0.10628103  0.07064338
  0.          0.          0.          1.        ]"
370,"[ 0.06971473 -0.0997446   0.10343577  0.01144544 -0.0849813  -0.12132547
 -0.0597193   0.0077357   0.11587114 -0.0289695  -0.10603175  0.07040836
  0.          0.          0.          1.        ]"
