Image ID,Camera Pose
1347,"[-6.79412758e-03 -1.77351510e-02 -1.01042235e-01 -8.87662167e-04
  1.01400536e-01  1.41946824e-02 -9.30970203e-03  5.44110420e-04
  1.55563305e-02 -1.00270652e-01  1.65537058e-02  4.57321107e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1356,"[ 2.69877518e-03 -1.76847324e-02 -1.01243247e-01 -4.69137806e-04
  1.00867260e-01  1.98848939e-02 -7.84654518e-04  4.06776991e-04
  1.97165242e-02 -9.93079536e-02  1.78722538e-02  4.57516009e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1365,"[ 1.12531296e-02 -1.81648008e-02 -1.00566575e-01 -3.39704200e-04
  9.86437098e-02  2.83666787e-02  5.91424494e-03  4.76063021e-04
  2.67023188e-02 -9.71370184e-02  2.05332569e-02  4.57897664e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1374,"[ 2.25675718e-02 -1.83369147e-02 -9.86138478e-02 -8.89500582e-04
  9.39663102e-02  3.92253993e-02  1.42101603e-02  3.48710654e-04
  3.50893915e-02 -9.32488810e-02  2.53694510e-02  4.55820623e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1383,"[ 3.38017688e-02 -1.92044383e-02 -9.51780340e-02 -8.03475018e-04
  8.97250930e-02  4.46951466e-02  2.28468853e-02  5.77119927e-04
  3.71089823e-02 -9.05746246e-02  3.14545663e-02  4.55453369e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1392,"[ 5.40731955e-02 -5.17748635e-03 -8.72898182e-02 -5.70777642e-04
  7.10015228e-02  6.25050306e-02  4.02757195e-02  1.21139531e-03
  5.10401999e-02 -8.14649842e-02  3.64497328e-02  4.52889945e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1401,"[ 5.33666375e-02 -6.12925370e-03 -8.76622075e-02 -4.89691286e-04
  7.17693552e-02  6.22228462e-02  3.93408916e-02  1.07954955e-03
  5.07088808e-02 -8.16148150e-02  3.65767673e-02  4.54691652e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1410,"[ 5.58890286e-02 -2.50561618e-03 -8.62575605e-02 -2.95193109e-04
  6.88327998e-02  6.32754062e-02  4.27609379e-02  1.06902922e-03
  5.20450867e-02 -8.09949015e-02  3.60744204e-02  4.52631892e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1419,"[ 5.63837951e-02 -2.89345912e-03 -8.59227790e-02 -4.68279879e-04
  6.77023156e-02  6.48231555e-02  4.22443310e-02  1.01828437e-03
  5.29857792e-02 -7.97484500e-02  3.74555879e-02  4.53926780e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1428,"[ 5.64859374e-02 -2.16974791e-03 -8.58770024e-02 -4.07992124e-04
  6.67183162e-02  6.58507927e-02  4.22204684e-02  1.09183935e-03
  5.41131565e-02 -7.89252384e-02  3.75872490e-02  4.54604358e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1437,"[ 6.01242097e-02  3.39975831e-04 -8.33977957e-02 -4.99560510e-04
  6.20244322e-02  6.85467608e-02  4.49948879e-02  1.16111236e-03
  5.57519257e-02 -7.66254181e-02  3.98810302e-02  4.54811854e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1446,"[ 6.42071578e-02  4.14529830e-03 -8.01903131e-02 -4.13136622e-04
  5.70681389e-02  6.98742558e-02  4.93056186e-02  7.87651380e-04
  5.64880210e-02 -7.53036038e-02  4.13364084e-02  4.55642910e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1455,"[ 6.89276130e-02  9.68477469e-03 -7.56664947e-02 -8.68240920e-05
  5.11977735e-02  6.97267046e-02  5.55626058e-02  4.75549031e-04
  5.65508702e-02 -7.49307733e-02  4.19238248e-02  4.53287716e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1464,"[ 7.49346646e-02  1.85073266e-02 -6.79154124e-02  1.73716078e-04
  3.89161412e-02  7.17648511e-02  6.24945517e-02  4.78770236e-05
  5.86562782e-02 -7.12566764e-02  4.53007266e-02  4.52402427e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1473,"[ 7.60915607e-02  2.29461842e-02 -6.52209762e-02  2.54027236e-04
  3.31332966e-02  7.30205927e-02  6.43459887e-02  1.24436283e-04
  6.06835046e-02 -6.86417824e-02  4.66481132e-02  4.51693902e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1482,"[ 7.60171356e-02  2.36330129e-02 -6.50623088e-02  3.09801683e-04
  3.25088850e-02  7.31259216e-02  6.45445621e-02  7.81243120e-05
  6.11129767e-02 -6.82957436e-02  4.65953231e-02  4.51930935e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1491,"[ 7.57945893e-02  2.45761367e-02 -6.49724715e-02  3.20954734e-04
  3.14436369e-02  7.36084810e-02  6.45237819e-02  2.85803158e-04
  6.19411520e-02 -6.74391097e-02  4.67492045e-02  4.52140361e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1500,"[ 7.56935378e-02  2.40441116e-02 -6.52885747e-02  3.67570809e-04
  3.09335901e-02  7.47868928e-02  6.34055353e-02  9.44922419e-04
  6.23203864e-02 -6.63251834e-02  4.78264422e-02  4.51246279e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1509,"[ 7.43674952e-02  2.65979152e-02 -6.58198705e-02  7.16713389e-04
  2.85981811e-02  7.60215661e-02  6.30324903e-02  1.11193629e-03
  6.49757500e-02 -6.39022812e-02  4.75907421e-02  4.52647212e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1518,"[ 0.07343916  0.02660783 -0.06685015  0.00108854  0.02730431  0.07807167
  0.06106977  0.00185343  0.06656871 -0.06137643  0.04870081  0.04522157
  0.          0.          0.          1.        ]"
1527,"[ 0.07415277  0.02232981 -0.06762377  0.0012997   0.02408985  0.08400664
  0.05415525  0.00439552  0.06701697 -0.05490439  0.05535759  0.04484934
  0.          0.          0.          1.        ]"
1536,"[ 0.07473546  0.02238271 -0.06696159  0.0010547   0.024502    0.08322622
  0.05516591  0.00480757  0.0662155  -0.05605925  0.05516428  0.04469356
  0.          0.          0.          1.        ]"
1545,"[ 7.62766830e-02  2.32571061e-02 -6.48937874e-02  3.26699780e-04
  2.17607313e-02  8.37118521e-02  5.55789983e-02  5.25879073e-03
  6.54107558e-02 -5.49696434e-02  5.71839101e-02  4.45200713e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
